2026-03-02 19:52:22,240 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Video/test.mp4 | reason=already_in_destination
2026-03-02 19:52:22,244 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.rtf | reason=already_in_destination
2026-03-02 19:52:41,098 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Video/test.mp4 | reason=already_in_destination
2026-03-02 19:52:41,099 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/test.gif | reason=already_in_destination
2026-03-02 19:52:41,099 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/view.jpeg | reason=already_in_destination
2026-03-02 19:52:41,100 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Spreadsheets/test.csv | reason=already_in_destination
2026-03-02 19:52:41,100 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) (1) | reason=already_in_destination
2026-03-02 19:52:41,100 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (9) | reason=already_in_destination
2026-03-02 19:52:41,100 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (3) | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/smart_file_organizer.log | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (4) | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (7) | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (10) | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (6) | reason=already_in_destination
2026-03-02 19:52:41,101 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (5) | reason=already_in_destination
2026-03-02 19:52:41,102 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) | reason=already_in_destination
2026-03-02 19:52:41,102 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (8) | reason=already_in_destination
2026-03-02 19:52:41,102 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (2) | reason=already_in_destination
2026-03-02 19:52:41,102 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test.mp3 | reason=already_in_destination
2026-03-02 19:52:41,102 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test (1).mp3 | reason=already_in_destination
2026-03-02 19:52:41,103 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Presentations/test.ppt | reason=already_in_destination
2026-03-02 19:52:41,103 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.docx | reason=already_in_destination
2026-03-02 19:52:41,103 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.pdf | reason=already_in_destination
2026-03-02 19:52:41,103 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.txt | reason=already_in_destination
2026-03-02 19:52:41,103 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.rtf | reason=already_in_destination
2026-03-02 19:53:20,440 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Video/test.mp4 | reason=already_in_destination
2026-03-02 19:53:20,441 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/test.gif | reason=already_in_destination
2026-03-02 19:53:20,442 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/view.jpeg | reason=already_in_destination
2026-03-02 19:53:20,442 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Spreadsheets/test.csv | reason=already_in_destination
2026-03-02 19:53:20,442 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) (1) | reason=already_in_destination
2026-03-02 19:53:20,442 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (9) | reason=already_in_destination
2026-03-02 19:53:20,442 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (3) | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (4) | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (7) | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (10) | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (6) | reason=already_in_destination
2026-03-02 19:53:20,443 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (5) | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (8) | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (2) | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test.mp3 | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test (1).mp3 | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Presentations/test.ppt | reason=already_in_destination
2026-03-02 19:53:20,444 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.docx | reason=already_in_destination
2026-03-02 19:53:20,445 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.pdf | reason=already_in_destination
2026-03-02 19:53:20,445 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.txt | reason=already_in_destination
2026-03-02 19:53:20,445 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.rtf | reason=already_in_destination
2026-03-02 20:03:08,543 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Video/test.mp4 | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/test.gif | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Images/view.jpeg | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Spreadsheets/test.csv | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) (1) | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (9) | reason=already_in_destination
2026-03-02 20:03:08,544 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (3) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (4) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (7) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (10) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (6) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (5) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (1) | reason=already_in_destination
2026-03-02 20:03:08,545 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (8) | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Other/.DS_Store (2) | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test.mp3 | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Audio/test (1).mp3 | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Presentations/test.ppt | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.docx | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.pdf | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.txt | reason=already_in_destination
2026-03-02 20:03:08,546 | INFO | SKIPPED | /Users/lampis/Documents/GitHub/Smart-File-Organizer/Test/Documents/test.rtf | reason=already_in_destination
